context,from,to,weight
BRAIN-INJURY-WEEK-2018,CBITMIDLANDS,STEVE_MCCABE,1
OVARIAN-CANCER-AWARENESS-MONTH-2018,KRISTATONN,NANCYLEEGRAHN,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,JAMESJIMMY_H,DEE_KUJO,1
EATING-DISORDER-AWARENESS-WEEK-2018,PREMIERSCFC,DSUTWEETS,2
OCD-AWARENESS-WEEK-2018,SPIBBY,LWBEAN,2
BRAIN-AWARENESS-WEEK-2018,STUART_GUEST,PSYCH_REVIEW,2
STRESS-AWARENESS-DAY,BUIELINDAA,TERRIIRWIN,2
MND-AWARENESS-MONTH-2018,JULESWALL1,BOLTONHOSPICE,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,1OF2VICS,SRAHEC_NC,1
TIME-TO-TALK-DAY-2018,LETSBROVERWATCH,HEYJAMIEDREW,1
NATIONAL-DEMENTIA-CARERS-2018,DEBSWIL66,CAREQUALITYCOMM,2
NATIONAL-DYSLEXIA-WEEK-2018,CITYWEBCONSULTS,JISC,2
EXPERIENCE-OF-CARE-WEEK-2018,NOBISMHEALTH,KOWALSKI2086,2
EXPERIENCE-OF-CARE-WEEK-2018,JASONAWOLF,NSWCEC,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,DEWANGGA_A_P,MAYOCANCERCARE,2
EXPERIENCE-OF-CARE-WEEK-2018,THIGPENHEARING,OTICONUSA,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,TRUST_INDI,1
DEMENTIA-ACTION-WEEK-2018,CAREENGLAND,6CSLIVE,2
BRAIN-AWARENESS-WEEK-2018,MICHJAS4,NIDANEWS,2
BRAIN-INJURY-WEEK-2018,ABILEARNING,CBITUK,3
EPILEPSY-AWARENESS-PURPLE-DAY-2018,LINDAQUATTRIN,THEPURPLELILAC,2
16-DAYS-OF-ACTION-2018,FOR_INITIATIVE,CFUNDADVOCATES,2
OCD-AWARENESS-WEEK-2018,NERDY__CRAFTER,LWBEAN,2
CARERS-WEEK-2018,CARER49,JA54KKI,2
NATIONAL-DYSLEXIA-WEEK-2018,SHAPS_B,JISC,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,HANNAHTIMMS7,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,BLACKMXXNJB,JAMESMELVILLE,2
NO-SMOKING-DAY-2018,CAMBS_LPC,HEALTHYPBORO,2
JEANS-FOR-GENES-DAY,BAESTYLES_,JEANSFORGENES,2
NATIONAL-DYSLEXIA-WEEK-2018,YSJTEL,JISC,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,JOHNSOCIAL6,NHSENGLAND,2
ELF-DAY,UKCHARITYTUES,AWPNHS,2
MND-AWARENESS-MONTH-2018,1VISIONHEALTH,MNDAEASTSUSSEX,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,SLHYORK,2
ELF-DAY,BOXTOOX,VOUCHERLIVE,2
DRY-JANUARY-2018,LEEZA774,31DOVER,2
CARERS-WEEK-2018,STOICTODAY,GALLUSGIRL,2
JEANS-FOR-GENES-DAY,ZJMXANGL,JEANSFORGENES,1
CARERS-WEEK-2018,CARER49,GALLUSGIRL,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,WBFSERVICES,JOTRUST,1
MND-AWARENESS-MONTH-2018,MND_RWB,NICKGOLDUP1,2
CARERS-WEEK-2018,S9TMT,INVOLVET1,1
OVARIAN-CANCER-AWARENESS-MONTH-2018,SABINEJESSEN,OVARIANCANADA,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,LATOYIADENNIS,WRAPPEDUPNU,2
TIME-TO-TALK-DAY-2018,GHKIMBALL,THE_UNSILENT_,2
BRAIN-AWARENESS-WEEK-2018,SIMONE_CARNEIRO,UOR_LIFESCIENCE,1
TIME-TO-TALK-DAY-2018,FAITHNGD,PITCHER_LISE,2
NO-SMOKING-DAY-2018,COFEGAN_88,PUBLICHEALTHNI,2
EATING-DISORDER-AWARENESS-WEEK-2018,KITTYCORMACK,JAMESLDOWNS,2
TIME-TO-TALK-DAY-2018,NINA83H,STEPHENFRY,2
TIME-TO-TALK-DAY-2018,CLEMESHA_ALISON,2020COMMS,4
EPILEPSY-AWARENESS-PURPLE-DAY-2018,GARYETCHELLS,APPARELICKS,2
BRAIN-INJURY-WEEK-2018,CBITUK,COLESMILLERLLP,2
RARE-DISEASE-DAY-2018,KANDIGIRL50,TAKEDAONCOLOGY,2
NATIONAL-DYSLEXIA-WEEK-2018,CAROLANNEBUSH,THINKPIX_SUZE,2
CARERS-WEEK-2018,IRENEBLACKBERRY,ALZHEIMERSSOC,2
ELF-DAY,NORTHMCRCO_NHS,ALZHEIMERSSOC,1
TIME-TO-TALK-DAY-2018,MHCHAT,TRISHAL8,2
EATING-DISORDER-AWARENESS-WEEK-2018,CRAZYNUTTA,HAPPIFULKIDS,2
NATIONAL-DYSLEXIA-WEEK-2018,KARENALRED,JISC,2
DEMENTIA-ACTION-WEEK-2018,SPIRECAREREPAIR,FOUNDATIONSHIA,2
EATING-DISORDER-AWARENESS-WEEK-2018,ALLISONPIPER2,HELPFAITHHEAL,1
ELF-DAY,CHARLYBAMF,IMINORGREN,2
NATIONAL-DEMENTIA-CARERS-2018,KEELEYMP,ALZHEIMERSSOC,2
CARERS-WEEK-2018,IAIN78NI,JMORTONQI,1
NUTRITION-AND-HYDRATION-WEEK-2018,SIANMORGANB,WSBHOSPICES,1
STRESS-AWARENESS-DAY,THEFLOURISHED1,STANDUPMAG_,2
JEANS-FOR-GENES-DAY,TEAROOMSTAPELEY,THETRAVELVISA,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,FRANKSZA1,MISSJAINASOLO,2
WEAR-PURPLE-FOR-JIA-2018,DIEDERIKDECOCK,UOMMSKRESEARCH,1
CARERS-WEEK-2018,BENJAMINPMOORE,DEMENTIAUK,2
WEAR-PURPLE-FOR-JIA-2018,THE_EVIL_BARBIE,ARTHRITISRUK,1
16-DAYS-OF-ACTION-2018,MABLEMUWAYI,UN_WOMEN,2
TIME-TO-TALK-DAY-2018,PITCHER_LISE,PITCHER_LISE,2
NATIONAL-DEMENTIA-CARERS-2018,KATKISH85,CAREQUALITYCOMM,2
RARE-DISEASE-DAY-2018,MARYMIEZE,GOFUNDME,2
TIME-TO-TALK-DAY-2018,DRWIGFALL,ZOESUGG,1
16-DAYS-OF-ACTION-2018,GINADAVIESP51,SARAHCHAMPIONMP,2
EATING-DISORDER-AWARENESS-WEEK-2018,ALEXCARLINGTTS,ANEARTOHEARHLB,1
JEANS-FOR-GENES-DAY,KAKA123LITTLE,JEANSFORGENES,1
JEANS-FOR-GENES-DAY,JOWILSON_IGNITE,GENETICDISUK,1
WEAR-PURPLE-FOR-JIA-2018,ARTHRITISBHAM,ARTHRITISRUK,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,LOUPITTS12,TRISHSTRATUSCOM,2
BRAIN-AWARENESS-WEEK-2018,MONESCRI,NEURO_MASCLETA,1
BRAIN-INJURY-WEEK-2018,HEADWAYSHROP,LBLAWPI,1
ELF-DAY,GEMBELL1977,NISARETAIL,2
BRAIN-AWARENESS-WEEK-2018,NEUR0DOC,AMILASULJEVIC,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,MORGANMOVES,RCOBSGYN,2
NUTRITION-AND-HYDRATION-WEEK-2018,JEREMYN1000,NHSCHOICES,1
NUTRITION-AND-HYDRATION-WEEK-2018,HELENCR12866349,EARLEYTRACY,2
MENS-HEALTH-WEEK-2018,JANE_COOLTECH,NHSORGANDONOR,2
ELF-DAY,ANNIECW67,OT_EMMALOUISE,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,JILYYLOU,KINGSTONHOSPNHS,2
JEANS-FOR-GENES-DAY,AGA_082102,MRSANNETWIST,2
MND-AWARENESS-MONTH-2018,JOSHPROTWEETS,VICKY_100K4MNDA,2
NUTRITION-AND-HYDRATION-WEEK-2018,RACHEL_SANSBURY,CATHERINESILCO1,1
DEMENTIA-ACTION-WEEK-2018,CORNEXCHANGE,CORNEXCHANGE,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,CEOGOLDSTANDARD,CDC_CANCER,2
BRAIN-AWARENESS-WEEK-2018,CONNOR_LYNES,SENAPTEC,1
NUTRITION-AND-HYDRATION-WEEK-2018,GAVINUHDB,NHWEEK,1
16-DAYS-OF-ACTION-2018,CHIEFS4GE,WIS_ADELAIDE,2
DEMENTIA-ACTION-WEEK-2018,DAVIDDRPLYMOUTH,DESIGNREALITYUK,2
BRAIN-AWARENESS-WEEK-2018,FREEDOMTANK,MARYMORRISSEY,2
STRESS-AWARENESS-DAY,BARBARAMCNAUGH1,WOODLANDTRUST,2
OCD-AWARENESS-WEEK-2018,LALORIE_,LWBEAN,2
DEMENTIA-ACTION-WEEK-2018,SUGARLOAF147,CORNISH_DAMO,1
WEAR-PURPLE-FOR-JIA-2018,PRABHK88,JAGTARNIJJAR,2
ELF-DAY,OLDHOLLYFARM,FLAKETWEET,2
NATIONAL-DYSLEXIA-WEEK-2018,BARRINGTONSTOKE,WATERSTONESO2,1
BRAIN-AWARENESS-WEEK-2018,MARADIERSSEN,CAIXACIENCIA,1
RARE-DISEASE-DAY-2018,MLROMES,ENZYVANT,4
DRY-JANUARY-2018,ZOESOMEBODY,DRYJANUARY,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,BRIST75,JAMESMELVILLE,2
DEMENTIA-ACTION-WEEK-2018,JAYNIEBROUGHTON,RAMSDENSFAMILY,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,BARTANDREWS,MDSANTOPIETRO,1
ELF-DAY,GEMBELL1977,ALZHEIMERSSOC,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,GREENWICHBIO,PURPLEDAY,1
ELF-DAY,PRIYANKAADDICTS,PCSDRAG0N,2
DEMENTIA-ACTION-WEEK-2018,RIDDLEDASH85,RUNDISNEYFRANCE,1
CARERS-WEEK-2018,JOHNWALSH88,TREVORCLOWER,1
BRAIN-INJURY-WEEK-2018,JONATHANCLEMEN3,ASBLAWUK,2
EXPERIENCE-OF-CARE-WEEK-2018,SASANOF,BERYLINSTITUTE,2
MENS-HEALTH-WEEK-2018,LUNGMD01,ANTONJGUNN,1
JEANS-FOR-GENES-DAY,ALANABID,LINA_ABDULKARIM,2
NATIONAL-DYSLEXIA-WEEK-2018,JAMIEHAWKINS17,COLEGSIRGAR,2
NATIONAL-DYSLEXIA-WEEK-2018,DEBMCM1989,JISC,2
NO-SMOKING-DAY-2018,SAM_TUMBLIN,CONTEMPRAINN,2
OCD-AWARENESS-WEEK-2018,PRINCESHOUTO,LWBEAN,2
NO-SMOKING-DAY-2018,SANDRAPYCOCK,PHE_UK,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,NANCY_610,DANIEEDEE7,1
BRAIN-INJURY-WEEK-2018,JENNY__BROOKS,UKABIF,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,BARTANDREWS,ALICIACOLLIN,1
NATIONAL-DYSLEXIA-WEEK-2018,NDLTD,ALISTAIRM,1
NO-SMOKING-DAY-2018,PCACTUS93,SMARTTOOTHPICKS,3
ELF-DAY,YORKSHIREIS,RINGINGLOWARROW,2
ELF-DAY,RBATSOCIALMEDIA,RINGINGLOWARROW,2
NUTRITION-AND-HYDRATION-WEEK-2018,HELSHOW1,EG_NURSE,2
NATIONAL-DYSLEXIA-WEEK-2018,VASNEWS,SILENTSHE,2
MENS-HEALTH-WEEK-2018,SULLIVANMONTY,HEALTHCAREVOTER,2
OCD-AWARENESS-WEEK-2018,RODRIGUEZLABSU,IOCDF,1
RARE-DISEASE-DAY-2018,YEESENG23,RAREDISEASESINT,1
STRESS-AWARENESS-DAY,CHRIS1989JEAN,DOGSTRUST,2
ELF-DAY,LAVARTOR24,LITTERBOXCOMICS,2
DRY-JANUARY-2018,JEANETTEL1979,CHOCTRADINGCO,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,CATHYSPARTANJ,ROYALS,1
CARERS-WEEK-2018,JENNIEJ95408140,ALZHEIMERSSOC,2
WEAR-PURPLE-FOR-JIA-2018,RHEUMATOLOGYUK,ED_MILIBAND,2
TIME-TO-TALK-DAY-2018,MOROBHOOD,STEPHENFRY,2
BRAIN-INJURY-WEEK-2018,ANSON_MACKAY,HYPHENLAW,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,LANCSIPC,2
DEMENTIA-ACTION-WEEK-2018,NUCLEARPOLICE,CNCHINKLEYPOINT,2
BRAIN-AWARENESS-WEEK-2018,MHALL55NINE,ARTTHESCIENCE,2
MND-AWARENESS-MONTH-2018,NHCVIRTUAL,MNDAEASTSUSSEX,12
OVARIAN-CANCER-AWARENESS-MONTH-2018,SUNSHINE48631,SPECTRUMHEALTH,1
JEANS-FOR-GENES-DAY,HSTUDYRAINBOWSX,MRSANNETWIST,2
ELF-DAY,YMTGARDENWATCH,YORKSHIREMUSEUM,1
BRAIN-AWARENESS-WEEK-2018,MONESCRI,LUCIAHIPOLITO2,2
EXPERIENCE-OF-CARE-WEEK-2018,DR_WHOMEVER,UIHEALTH,1
NO-SMOKING-DAY-2018,HEALTHTRAINERS1,HEALTHTRAINERS1,1
TIME-TO-TALK-DAY-2018,MCLAREN_HISTORY,STREETSOCCERSCO,1
ELF-DAY,WJALDISS,ALZSOCEANGLIA,1
DRY-JANUARY-2018,BUSHRANGERSBAR,WINEWANKERS,2
BRAIN-INJURY-WEEK-2018,ABILEARNING,UKABIF,2
JEANS-FOR-GENES-DAY,RACHELE24127244,WALVINGTONLAP,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,GETTINGFITFAB,WRAPPEDUPNU,2
MENS-HEALTH-WEEK-2018,LIANNE_NUNN,WELLBEING_SUFF,2
NATIONAL-DYSLEXIA-WEEK-2018,KEZZIMC,THINKPIX_SUZE,2
CARERS-WEEK-2018,FRINDSMB,TIDE_CARERS,2
DEMENTIA-ACTION-WEEK-2018,CNCHINKLEYPOINT,NUCLEARPOLICE,1
JEANS-FOR-GENES-DAY,LUNA1805BELLA,JEANS_FOR_GENES,1
OVARIAN-CANCER-AWARENESS-MONTH-2018,LUANNEJOREWICZ,BCMHOUSTON_NEWS,2
JEANS-FOR-GENES-DAY,NOMENCHANX,NOMENCHANX,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,COOLMENTORING,MH_FIGHTX,1
BRAIN-AWARENESS-WEEK-2018,LEOLIBRARIAN,GUERILLASCIENCE,2
WEAR-PURPLE-FOR-JIA-2018,ELENANIKIUK,NRAS_UK,2
TIME-TO-TALK-DAY-2018,POPPYSMISSION,POPPYSMISSION,2
ELF-DAY,LEELEERAWLINGS,HEADLIGHTORGUK,1
RARE-DISEASE-DAY-2018,KOVANDAL,ASTELLASUS,2
JEANS-FOR-GENES-DAY,TRSHRIMPTON,JEANSFORGENES,1
OVARIAN-CANCER-AWARENESS-MONTH-2018,EATONRIFLES1,KATYPERRY,1
OCD-AWARENESS-WEEK-2018,ZAZIEBEETZS,LWBEAN,2
MENS-HEALTH-WEEK-2018,TXGOVTWEETS,TEAINFO,2
ELF-DAY,COLESMILLERLLP,ALZHEIMERSSOC,1
JEANS-FOR-GENES-DAY,CELERYSTICKKK,JEANSFORGENES,1
DRY-JANUARY-2018,CAITKELLY26,CHOCTRADINGCO,2
STRESS-AWARENESS-DAY,MRBENVIRGO,THEPARKHEALTH,1
NATIONAL-DYSLEXIA-WEEK-2018,CRISPRIESTLEY,BARRINGTONSTOKE,2
EXPERIENCE-OF-CARE-WEEK-2018,HSHOW22TIME,HACKENSACKUMC,1
JEANS-FOR-GENES-DAY,ARELI_CISNEROSH,JEANSFORGENES,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,JACKETPOTATO97,JAMESMELVILLE,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,SISTERKATIE1,2
RARE-DISEASE-DAY-2018,MARCKYDI,WISHLISTPJ,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,JAMESJIMMY_H,THE_D_NESS,1
TIME-TO-TALK-DAY-2018,JEANNEBATCHELDE,2020COMMS,2
EXPERIENCE-OF-CARE-WEEK-2018,CHANDACHACON,ANNKRUGER7,1
EATING-DISORDER-AWARENESS-WEEK-2018,CATHERINE_EADIE,ELLIESMIITH_,2
TIME-TO-TALK-DAY-2018,PITCHER_LISE,JEREMY_HUNT,3
NO-SMOKING-DAY-2018,SANDRAPYCOCK,CFHS_SURREY,1
NATIONAL-DYSLEXIA-WEEK-2018,KRAYKER,USERZOOM,2
DEMENTIA-ACTION-WEEK-2018,BPTHEYOUNGER,GRAHAMEMORRIS,2
DEMENTIA-ACTION-WEEK-2018,GILL_MEDICAL_32,NHSENGLANDLDN,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,CATHYSPARTANJ,UNITEDTEAMSTERS,1
OCD-AWARENESS-WEEK-2018,DEVONLCARTER,EMCINGVALE,1
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,SARAHJO33572226,2
STRESS-AWARENESS-DAY,THERAPYARTCLOUD,ARTINHOSPITALS,2
STRESS-AWARENESS-DAY,ANGIETINK,AUSTRALIAZOO,1
EATING-DISORDER-AWARENESS-WEEK-2018,PSBMARGO,ED_SOUTHGATE,1
BRAIN-INJURY-WEEK-2018,RACHJM3,SLATERGORDONUK,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,EPILEPSY_DURHAM,PURPL_WAV,2
16-DAYS-OF-ACTION-2018,SDMULHERRN,ONUMULHERESBR,2
TIME-TO-TALK-DAY-2018,CROWPOWD3R,THESPORTSMAN,2
OCD-AWARENESS-WEEK-2018,LILORANGEKITTEN,LWBEAN,2
MENS-HEALTH-WEEK-2018,SPORTAGSV,MARCELLIN,2
DRY-JANUARY-2018,FIRESTONE555,DRINKTG,2
DEMENTIA-ACTION-WEEK-2018,ROYLILLEY,MUZIEKGELUK,2
TIME-TO-TALK-DAY-2018,STERLINGJOY94,HELPFAITHHEAL,2
BRAIN-AWARENESS-WEEK-2018,ALZGIRLLORI,FRONTNEUROSCI,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,JAMESJIMMY_H,NOELMAURICIO2,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,UOFUHEALTH,SARASALMON_UTAH,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,CRHC51632,CDCCHRONIC,2
DEMENTIA-ACTION-WEEK-2018,SMAY54MAY,CREATEDHUB,2
JEANS-FOR-GENES-DAY,ZJMXANGL,MRSANNETWIST,2
EXPERIENCE-OF-CARE-WEEK-2018,MATTGTIMMONS,SFMONTENEGRO,2
DEMENTIA-ACTION-WEEK-2018,BIHIMASSOC,ACTIONONHEARING,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,BARTANDREWS,BARTANDREWS,1
DEMENTIA-ACTION-WEEK-2018,CREID_MINERVA,SILVERSANTEEU,2
NO-SMOKING-DAY-2018,CLAIREINAN,QUIT_NEWCASTLE,2
NO-SMOKING-DAY-2018,BBROPTOMETRY,MYVISIONMATTERS,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,BRIDGITTELESLEY,NIGHTOWLMAMA,2
NATIONAL-DYSLEXIA-WEEK-2018,ELITHEDDC,WORDSHARKV5,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,2GETHERTRUST,1
STRESS-AWARENESS-DAY,CRANKYTEEN47,BRITISHGQ,2
EATING-DISORDER-AWARENESS-WEEK-2018,LISACFOGARTY,DREMCNAUGHT,2
CARERS-WEEK-2018,MDUK_JACKIEM,SIBS_UK,2
NATIONAL-DYSLEXIA-WEEK-2018,JISC,ALISTAIRM,1
16-DAYS-OF-ACTION-2018,JANEMEGSA,UNICEFNZ,1
EATING-DISORDER-AWARENESS-WEEK-2018,DORA959,BEATED,1
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,GRACEWELLHEALTH,1
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,LIMES_E,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,HOUSE_RUSHETT,NHSENGLAND,2
NUTRITION-AND-HYDRATION-WEEK-2018,STMARYSCOACHING,CONNECTED_COACH,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,TALEEBOMARI,OKUNTAKINTE,2
WEAR-PURPLE-FOR-JIA-2018,WELLY564,VERSUSARTHRITIS,1
OVARIAN-CANCER-AWARENESS-MONTH-2018,LAURENTAYLORAJE,FELICITYBARRTV,2
CARERS-WEEK-2018,WXMCHMVC,HARROWMVC,2
DEMENTIA-ACTION-WEEK-2018,YOUTH_NCDS,EUSTACEDESOUSA,2
BRAIN-INJURY-WEEK-2018,GLOBAL_BIA,COLESMILLERLLP,2
NATIONAL-DYSLEXIA-WEEK-2018,BANDGEEK70,SILENTSHE,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,THEDIGITALGP,EVEAPPEAL,2
NO-SMOKING-DAY-2018,LUVJITKANDULA,PSNCNEWS,2
CARERS-WEEK-2018,JOHNWALSH88,NOTTSHEALTHCARE,3
JEANS-FOR-GENES-DAY,TOUGHIEBOI,NICKYMCDONALD1,2
BRAIN-AWARENESS-WEEK-2018,HILLICHTERMAN,NEUROSCIENCE,2
JEANS-FOR-GENES-DAY,MBERRYMAN36,JEANSFORGENES,1
DEMENTIA-ACTION-WEEK-2018,FIRSTARK,KNOWSLEYHOUSING,2
CARERS-WEEK-2018,JANEDANFORTH,INVOLVET1,2
JEANS-FOR-GENES-DAY,AMBITIOUST2428,GENETICDISUK,2
DRY-JANUARY-2018,CHIGOBIGOO,SEEDLIPDRINKS,1
CARERS-WEEK-2018,MINGHOWRITER,ALZHEIMERSSOC,2
TIME-TO-TALK-DAY-2018,_A__DUB,THE_UNSILENT_,2
DEMENTIA-ACTION-WEEK-2018,SOUTHENDFUN,SOUTHENDTECH,1
DEMENTIA-ACTION-WEEK-2018,NHSLEICESTER,NHSLEICESTER,1
TIME-TO-TALK-DAY-2018,ELICIAMOON,WATER_RATS,1
RARE-DISEASE-DAY-2018,RICKYRASH5,THEGOLDWATERUS,2
OCD-AWARENESS-WEEK-2018,ACXDTEXRS,LWBEAN,2
NO-SMOKING-DAY-2018,GEORGINATERNENT,CPFTNHS,2
EXPERIENCE-OF-CARE-WEEK-2018,LINDAYLULU,EJJAMES82,1
NO-SMOKING-DAY-2018,DAVIDJOHNSKINN3,WESTMIDSFIRE,2
NATIONAL-DEMENTIA-CARERS-2018,LINDACAINE48,ALZHEIMERSSOC,2
CARERS-WEEK-2018,LONGRIDGEDFC,WOMENSINSTITUTE,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,SANDSRACHEL,NHSENGLAND,2
RARE-DISEASE-DAY-2018,NATALIEJHARP,POTUS,1
JEANS-FOR-GENES-DAY,NIKHILMAHATMA,MEDSTARSUK,2
MENS-HEALTH-WEEK-2018,MARIESEA7,THEFHFOUNDATION,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,FICAJONES,2
WEAR-PURPLE-FOR-JIA-2018,LHASELIP,ED_MILIBAND,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,CHENGHOONMAHER,GRACE_WOMEN,2
WEAR-PURPLE-FOR-JIA-2018,IANMWELSH,ARTHRITISRUK,1
OCD-AWARENESS-WEEK-2018,THEELECTRAAG,LWBEAN,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,EKUZEVSKA,TESAROBIO,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,LCS1122,NFCR,2
MENS-HEALTH-WEEK-2018,TRACEYT12681,WELLBEING_SUFF,2
WEAR-PURPLE-FOR-JIA-2018,BLOODHOUND_EDU,CAMOLEARNING,2
NO-SMOKING-DAY-2018,TOBACCOFREECNY,SMOKEFREELIFEOX,2
ELF-DAY,JESSTHOMPKEMP,BARRYOOR,1
WEAR-PURPLE-FOR-JIA-2018,DWBRIDGE1,CAPSIENAIR,2
WEAR-PURPLE-FOR-JIA-2018,JIA_MATTERS,WALLOYD,2
TIME-TO-TALK-DAY-2018,STEPHANIETANG31,2020COMMS,2
BRAIN-INJURY-WEEK-2018,PAULJSANKEY,CLAIRESTONEMAN,1
WEAR-PURPLE-FOR-JIA-2018,MFRISWELL,ED_MILIBAND,2
DRY-JANUARY-2018,HOLISTICRMP,31DOVER,2
DRY-JANUARY-2018,LUCY___LOO,SUSHISAMBA,1
BRAIN-AWARENESS-WEEK-2018,TERBER12,JBAKER31826004,2
MENS-HEALTH-WEEK-2018,LAFG46,HEALTHCAREVOTER,2
ELF-DAY,ORANGETREEPRIV1,ALZHEIMERSSOC,2
TIME-TO-TALK-DAY-2018,WAKEUPTOSUICIDE,MITCHFAEFIFE,1
EXPERIENCE-OF-CARE-WEEK-2018,NANCYCORCORAN_,HACKENSACKUMC,1
JEANS-FOR-GENES-DAY,IGM_NCL,IGM_NCL,1
TIME-TO-TALK-DAY-2018,J9DRASR,MATTJOHNSONS,2
DRY-JANUARY-2018,KP00LE,JAMESKIEDISUK,2
BRAIN-INJURY-WEEK-2018,TRAVELINJURYLAW,HEADWAYESUSSEX,1
TIME-TO-TALK-DAY-2018,PERFFBIEBERXX,THEVAMPSCON,2
MND-AWARENESS-MONTH-2018,MNDVOLUNTEERING,MNDAEASTSUSSEX,6
ELF-DAY,SHARON_TWEETER,THESOVRANGROUP,2
BRAIN-AWARENESS-WEEK-2018,DAVID74656,WORLDMSDAY,2
TIME-TO-TALK-DAY-2018,8BELMO_,ZOESUGG,1
TIME-TO-TALK-DAY-2018,THEFORGEHEAD,BACP,4
OCD-AWARENESS-WEEK-2018,HENRYTHMAS,LWBEAN,2
NUTRITION-AND-HYDRATION-WEEK-2018,FISHHYDRATION,ERINHUMPHREYS13,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,JERESQ,CTDPH,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,TWITTMANAGERUK,SLVRDRAGONFLY,2
RARE-DISEASE-DAY-2018,LIBPOOLER,CDCGOV,2
BRAIN-INJURY-WEEK-2018,JACKIECDEAN,NWABIMANCHESTER,2
NUTRITION-AND-HYDRATION-WEEK-2018,NIAMHMAHERRD,HELENBEAGAN1,2
STRESS-AWARENESS-DAY,ANABELLEBRYANT,NATLIBSCOT,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,BACHFLOWERS4ALL,FKMUNRO,2
RARE-DISEASE-DAY-2018,SARAEMOLE,BATTEN_PSDL,1
NO-SMOKING-DAY-2018,NRCCOLLEGE,CANCERFOCUSNI,1
BRAIN-INJURY-WEEK-2018,ENGCOUNTRYLIFE,THEFLOOFLADY,2
ELF-DAY,PRIYANKASOUTHIN,PCSDRAG0N,2
NATIONAL-DEMENTIA-CARERS-2018,_MICHAELCRAWLEY,DFHORSFORTH,2
MND-AWARENESS-MONTH-2018,COLINRHARDY,VICKY_100K4MNDA,2
EXPERIENCE-OF-CARE-WEEK-2018,LIATFROMOZ,HELENKARAGIO,2
MENS-HEALTH-WEEK-2018,UROGOLDJOURNAL,ELS_UROLOGY,2
WEAR-PURPLE-FOR-JIA-2018,REBECCAJONESMCR,SARAHLOUASH,2
ELF-DAY,FUNKNITTEDHATS,QUATT_HALL,2
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,EILEENOBRIENRD,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,STEPHEN_RS18,BECKYNICOLE26,2
STRESS-AWARENESS-DAY,ROXIE_UP,EDU_BROKER,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,LILDESERTAPT,WRAPPEDUPNU,2
